Code_commune_INSEE;Nom_commune;Code_postal
11380;SONNAC SUR L HERS;11230
11381;SOUGRAIGNE;11190
11384;SOULATGE;11330
11386;TALAIRAN;11220
11394;TOURREILLES;11300
11395;TRASSANEL;11160
11396;TRAUSSE;11160
11415;VILLAR ST ANSELME;11250
11418;VILLASAVARY;11150
11419;VILLAUTOU;11420
11420;VILLEBAZY;11250
11433;VILLENEUVE MINERVOIS;11160
11435;VILLEROUGE TERMENES;11330
11441;VINASSAN;11110
12008;ANGLARS ST FELIX;12390
12010;ARQUES;12290
12013;AUBIN;12110
12021;LE BAS SEGALA;12200
12023;LA BASTIDE SOLAGES;12550
12024;BELCASTEL;12390
12028;BOISSE PENCHOT;12300
12030;BOUILLAC;12300
12036;BROMMAT;12600
12038;BROUSSE LE CHATEAU;12480
12043;CALMONT;12450
12044;CAMARES;12360
12049;CAMPUAC;12580
12070;COMPEYRE;12520
12073;COMPS LA GRAND VILLE;12120
12076;CONQUES EN ROUERGUE;12320
12076;CONQUES EN ROUERGUE;12320
12079;COUBISOU;12190
12084;CREISSELS;12100
12085;CRESPIN;12800
12092;DURENQUE;12170
12104;FOISSAC;12260
12105;LA FOUILLADE;12270
12113;GRAMOND;12160
12116;HUPARLAC;12460
12124;LASSOUTS;12500
12129;LESTRADE ET THOUELS;12430
12133;LUC LA PRIMAUBE;12450
12136;MALEVILLE;12350
12153;MONTJAUX;12490
12154;MONTLAUR;12400
12166;MUROLS;12600
12168;NANT;12230
12169;NAUCELLE;12800
12177;PALMAS D AVEYRON;12310
12177;PALMAS D AVEYRON;12310
12180;PEYRELEAU;12720
12181;PEYRUSSE LE ROC;12220
12184;POMAYROLS;12130
12194;QUINS;12800
12195;REBOURGUIL;12400
12197;REQUISTA;12170
12204;LA ROQUE STE MARGUERITE;12100
12205;LA ROUQUETTE;12200
12207;RULLAC ST CIRQ;12120
12208;ST AFFRIQUE;12400
12215;ST CHRISTOPHE VALLON;12330
12216;ST COME D OLT;12500
12223;ARGENCES EN AUBRAC;12420
12224;ST GENIEZ D OLT ET D AUBRAC;12130
12225;ST GEORGES DE LUZENCON;12100
12235;ST JUST SUR VIAUR;12800
12237;ST LAURENT D OLT;12560
12242;ST REMY;12200
12247;ST SATURNIN DE LENNE;12560
12248;ST SERNIN SUR RANCE;12380
12251;ST VICTOR ET MELVIEU;12400
12256;SALVAGNAC CAJARC;12260
12260;SAUCLIERES;12230
12269;LA SERRE;12380
12274;SYLVANES;12360
12277;TAUSSAC;12600
12288;VALADY;12330
12289;VALZERGUES;12220
12290;VAUREILLES;12220
12291;VERRIERES;12520
12294;VEZINS DE LEVEZOU;12780
12295;VIALA DU PAS DE JAUX;12250
12301;VILLENEUVE;12260
13001;AIX EN PROVENCE;13090
13001;AIX EN PROVENCE;13100
13004;ARLES;13280
13010;BARBENTANE;13570
13013;BELCODENE;13720
13014;BERRE L ETANG;13130
13016;LA BOUILLADISSE;13720
13018;CABANNES;13440
13019;CABRIES;13480
13019;CABRIES;13480
13020;CADOLIVE;13950
13024;CHARLEVAL;13350
13026;CHATEAUNEUF LES MARTIGUES;13220
13030;CUGES LES PINS;13780
13034;EYGALIERES;13810
13035;EYGUIERES;13430
13037;LA FARE LES OLIVIERS;13580
13039;FOS SUR MER;13270
13041;GARDANNE;13120
13042;GEMENOS;13420
13049;LAMANON;13113
13054;MARIGNANE;13700
13056;MARTIGUES;13117
13064;MOLLEGES;13940
13067;ORGON;13660
13070;LA PENNE SUR HUVEAUNE;13821
13072;PEYNIER;13790
13086;ROQUEVAIRE;13360
13086;ROQUEVAIRE;13360
13088;LE ROVE;13740
13094;ST ETIENNE DU GRES;13103
13095;ST MARC JAUMEGARDE;13100
13099;ST PAUL LES DURANCE;13115
13104;SAUSSET LES PINS;13960
13106;SEPTEMES LES VALLONS;13240
13108;TARASCON;13150
13110;TRETS;13530
13111;VAUVENARGUES;13126
13113;VENELLES;13770
13207;MARSEILLE 07;13007
13209;MARSEILLE 09;13009
13212;MARSEILLE 12;13012
14005;VALAMBRAY;14190
14007;AMAYE SUR SEULLES;14310
14011;AURSEULLES;14240
14011;AURSEULLES;14240
14014;COLOMBY ANGUERNY;14610
14016;ANNEBAULT;14430
14019;ARGANCHY;14400
14022;ASNELLES;14960
14026;AUDRIEU;14250
14027;LES MONTS D AUNAY;14260
14049;BAZENVILLE;14480
14061;SOULEUVRE EN BOCAGE;14350
14061;SOULEUVRE EN BOCAGE;14350
14061;SOULEUVRE EN BOCAGE;14350
14061;SOULEUVRE EN BOCAGE;14350
14070;BEUVRON EN AUGE;14430
14082;LA BOISSIERE;14340
14089;BOUGY;14210
14098;THUE ET MUE;14740
14098;THUE ET MUE;14740
14098;THUE ET MUE;14740
14107;BRICQUEVILLE;14710
14123;CAIRON;14610
14126;CAMBREMER;14340
14126;CAMBREMER;14340
14127;CAMPAGNOLLES;14500
14134;CANTELOUP;14370
14136;CARDONVILLE;14230
14137;CARPIQUET;14650
14138;CARTIGNY L EPINAY;14330
14143;CAUMONT SUR AURE;14240
14143;CAUMONT SUR AURE;14240
14146;CAUVILLE;14770
14159;CHOUAIN;14250
14160;CINTHEAUX;14680
14162;CLECY;14570
14165;COLLEVILLE SUR MER;14710
14166;COLLEVILLE MONTGOMERY;14880
14174;CONDE EN NORMANDIE;14110
14177;COQUAINVILLIERS;14130
14180;CORDEY;14700
14191;COURSEULLES SUR MER;14470
14200;CREULLY SUR SEULLES;14480
14206;CROCY;14620
14211;CULEY LE PATRY;14220
14220;DEAUVILLE;14800
14225;DIVES SUR MER;14160
14228;DOUVRES LA DELIVRANDE;14440
14228;DOUVRES LA DELIVRANDE;14440
14229;DOZULE;14430
14230;DRUBEC;14130
14231;BEAUFOUR DRUVAL;14340
14250;ESQUAY SUR SEULLES;14400
14261;LE FAULQ;14130
14272;LA FOLIE;14710
14285;LE FOURNET;14340
14308;GOUSTRANVILLE;14430
14310;GRAINVILLE LANGANNERIE;14190
14311;GRAINVILLE SUR ODON;14210
14312;GRANDCAMP MAISY;14450
14318;GRAYE SUR MER;14470
14333;HONFLEUR;14600
14334;L HOTELLERIE;14100
14342;ISIGNY SUR MER;14330
14343;LES ISLES BARDEL;14690
14344;JANVILLE;14670
14347;DIALAN SUR CHAINE;14260
14349;LAIZE CLINCHAMPS;14320
14355;PONTS SUR SEULLES;14480
14355;PONTS SUR SEULLES;14480
14357;TERRES DE DRUANCE;14770
14368;LISORES;14140
14369;LITTEAU;14490
14371;LIVAROT PAYS D AUGE;14140
14371;LIVAROT PAYS D AUGE;14140
14371;LIVAROT PAYS D AUGE;14140
14371;LIVAROT PAYS D AUGE;14140
14371;LIVAROT PAYS D AUGE;14290
14371;LIVAROT PAYS D AUGE;14290
14379;LONGVILLERS;14310
14403;MAROLLES;14100
14406;MOULINS EN BESSIN;14740
14431;MEZIDON VALLEE D AUGE;14270
14431;MEZIDON VALLEE D AUGE;14270
14431;MEZIDON VALLEE D AUGE;14370
14445;MONTFIQUET;14490
14446;MONTIGNY;14210
14460;MOYAUX;14590
14461;MUTRECY;14220
14468;NORON LA POTERIE;14490
14480;OSMANVILLE;14230
14483;OUFFIERES;14220
14492;PENNEDEPIE;14600
14495;PERIERS SUR LE DAN;14112
14496;PERIGNY;14770
14501;PIERREFITTE EN CINGLAIS;14690
14511;PONT BELLANGER;14380
14515;PORT EN BESSIN HUPPAIN;14520
14516;POTIGNY;14420
14522;PRETREVILLE;14140
14543;ROTS;14740
14546;ROUVRES;14190
14557;ST ARNOULT;14800
14559;ST AUBIN DES BOIS;14380
14566;ST CONTEST;14280
14575;ST ETIENNE LA THILLAYE;14950
14579;SEULLINE;14260
14579;SEULLINE;14310
14582;ST GERMAIN DE LIVET;14100
14588;ST GERMAIN LANGOT;14700
14654;ST PIERRE EN AUGE;14170
14654;ST PIERRE EN AUGE;14170
14654;ST PIERRE EN AUGE;14170
14658;NOUES DE SIENNE;14380
14658;NOUES DE SIENNE;14380
14672;VAL DE DROME;14350
14678;SOUMONT ST QUENTIN;14420
14680;SULLY;14400
14684;TESSEL;14250
14710;TREPREL;14690
14714;LE TRONQUAY;14490
14726;VALDALLIERE;14350
14726;VALDALLIERE;14410
14726;VALDALLIERE;14410
14726;VALDALLIERE;14410
14726;VALDALLIERE;14410
14737;VERSAINVILLE;14700
14739;VER SUR MER;14114
14740;LA VESPIERE FRIARDEL;14290
14742;VICQUES;14170
14754;VILLERS SUR MER;14640
14755;VILLERVILLE;14113
14762;VIRE NORMANDIE;14500
15012;ARPAJON SUR CERE;15130
15015;AUZERS;15240
15020;BEAULIEU;15270
15021;BOISSET;15600
15024;BRAGEAC;15700
15029;CASSANIOUZE;15340
15030;CAYROLS;15290
15038;CHAMPS SUR TARENTAINE MARCHAL;15270
15042;LA CHAPELLE LAURENT;15500
15052;COLLANDRES;15400
15053;COLTINES;15170
15059;CUSSAC;15430
15060;DEUX VERGES;15110
15063;DRUGEAC;15140
15069;FERRIERES ST MARY;15170
15076;GLENAT;15150
15084;LABESSERETTE;15120
15098;LAURIE;15500
15101;LAVEISSIERE;15300
15106;LIEUTADES;15110
15107;LORCIERES;15320
15108;VAL D ARCOMIE;15320
15108;VAL D ARCOMIE;15320
15112;MALBO;15230
15116;MARCHASTEL;15400
15119;MASSIAC;15500
15134;MONTSALVY;15120
15138;MURAT;15300
15141;NEUSSARGUES EN PINATELLE;15170
15141;NEUSSARGUES EN PINATELLE;15170
15141;NEUSSARGUES EN PINATELLE;15300
15148;PAULHAC;15430
15151;PEYRUSSE;15170
15158;RAGEADE;15500
15163;ROANNES ST MARY;15220
15165;ROUFFIAC;15150
15181;ST CONSTANT FOURNOULES;15600
15181;ST CONSTANT FOURNOULES;15600
15194;ST JULIEN DE TOURSAC;15600
15202;ST MARTIN VALMEROUX;15140
15217;ST VICTOR;15150
15228;SIRAN;15150
15242;LE TRIOULOU;15600
15244;USSEL;15300
15247;VALJOUZE;15170
15249;LE VAULMIER;15380
15254;VEYRIERES;15350
15259;VIEILLESPESSE;15500
15261;LE VIGEAN;15200
15264;VITRAC;15220
15267;YTRAC;15130
16001;ABZAC;16500
16005;AIGRE;16140
16010;AMBLEVILLE;16300
16011;ANAIS;16560
16012;ANGEAC CHAMPAGNE;16130
16019;ASNIERES SUR NOUERE;16290
16027;BARBEZIERES;16140
16030;BARRET;16300
16036;BECHERESSE;16250
16041;BESSAC;16250
16045;BIRAC;16120
16046;COTEAUX DU BLANZACAIS;16250
16061;BRIE;16590
16063;BRIE SOUS CHALAIS;16210
16072;CHADURIE;16250
16084;CHARRAS;16380
16086;CHASSENON;16150
16095;CHENON;16460
16099;CHILLAC;16480
16103;COMBIERS;16320
16109;COURBILLAC;16200
16112;COURLAC;16210
16120;DIRAC;16410
16127;EMPURE;16240
16134;EXIDEUIL SUR VIENNE;16150
16141;FONTENILLE;16230
16142;LA FORET DE TESSE;16240
16175;VAL DES VIGNES;16250
16178;LAGARDE SUR LE NE;16300
16185;LIGNE;16140
16192;TERRES DE HAUTE CHARENTE;16270
16198;MAGNAC LAVALETTE VILLARS;16320
16199;MAGNAC SUR TOUVRE;16600
16204;BELLEVIGNE;16120
16211;MARTHON;16380
16231;MONTROLLET;16420
16233;MOSNAC;16120
16240;NABINAUD;16390
16242;NANTEUIL EN VALLEE;16700
16243;NERCILLAC;16200
16245;NIEUIL;16270
16249;ORADOUR FANAIS;16500
16258;PERIGNAC;16250
16264;PLEUVILLE;16490
16272;PUYREAUX;16230
16279;RIOUX MARTIN;16210
16281;LA ROCHEFOUCAULD EN ANGOUMOIS;16110
16282;LA ROCHETTE;16110
16286;ROUILLAC;16170
16286;ROUILLAC;16170
16295;ST AMANT DE BOIXE;16330
16297;GRAVES ST AMANT;16120
16298;ST AMANT DE NOUERE;16170
16302;ST AVIT;16210
16306;ST CHRISTOPHE;16420
16317;ST FRAIGNE;16140
16321;ST GEORGES;16700
16326;ST GROUX;16230
16336;ST MARY;16260
16339;VAL D AUGE;16170
16343;ST PREUIL;16130
16349;STE SEVERE;16200
16352;ST SIMON;16120
16356;ST SULPICE DE RUFFEC;16460
16357;ST VALLIER;16480
16359;SALLES D ANGLES;16130
16360;SALLES DE BARBEZIEUX;16300
16361;SALLES DE VILLEFAGNAN;16700
16378;TAIZE AIZIE;16700
16379;TAPONNAT FLEURIGNAC;16110
16384;TOUVERAC;16360
16385;TOUVRE;16600
16387;TRIAC LAUTRAIT;16200
16402;VIBRAC;16120
16406;MOULINS SUR TARDOIRE;16220
17004;ILE D AIX;17123
17023;AUJAC;17770
17024;AULNAY;17470
17028;AYTRE;17440
17031;BALLANS;17160
17036;BEAUGEAY;17620
17041;BENON;17170
17047;BIRON;17800
17051;LE BOIS PLAGE EN RE;17580
17053;BORDS;17430
17059;BOURGNEUF;17220
17060;BOUTENAC TOUVENT;17120
17061;BRAN;17210
17078;CHADENAC;17800
17079;CHAILLEVETTE;17890
17083;CHAMPAGNE;17620
17093;LE CHATEAU D OLERON;17480
17102;CHERMIGNAC;17460
17113;LA CLOTTE;17360
17115;COLOMBIERS;17460
17132;CRAMCHABAN;17170
17135;CRESSE;17160
17137;LA CROIX COMTESSE;17330
17146;ECHILLAIS;17620
17149;LES EDUTS;17510
17156;EXPIREMONT;17130
17157;FENIOUX;17350
17158;FERRIERES;17170
17159;FLEAC SUR SEUGNE;17800
17164;FONTCOUVERTE;17100
17165;FONTENET;17400
17166;FORGES;17290
17171;GEAY;17250
17175;GERMIGNAC;17520
17182;LA GREVE SUR MIGNON;17170
17184;LA GRIPPERIE ST SYMPHORIEN;17620
17196;JAZENNES;17260
17199;JUSSAS;17130
17206;LOIRE SUR NIE;17470
17219;MARENNES HIERS BROUAGE;17320
17219;MARENNES HIERS BROUAGE;17320
17221;MARSAIS;17700
17223;MASSAC;17490
17225;LES MATHES;17570
17228;MEDIS;17600
17229;MERIGNAC;17210
17234;MIGRE;17330
17235;MIGRON;17770
17241;MONTGUYON;17270
17245;MONTROY;17220
17249;MORTIERS;17500
17257;NERE;17510
17260;NEUVICQ;17270
17266;LES NOUILLERS;17380
17269;ORIGNOLLES;17210
17275;PESSINES;17810
17276;LE PIN;17210
17277;ESSOUVERT;17400
17285;PORT D ENVAUX;17350
17287;POUILLAC;17210
17292;PUY DU LAC;17380
17295;REAUX SUR TREFLE;17500
17300;LA ROCHELLE;17000
17307;SABLONCEAUX;17600
17312;ST BONNET SUR GIRONDE;17150
17313;ST BRIS DES BOIS;17770
17324;ST DIZANT DU BOIS;17150
17326;ST EUGENE;17520
17332;ST GEORGES ANTIGNAC;17240
17336;ST GEORGES DES COTEAUX;17810
17337;ST GEORGES D OLERON;17190
17337;ST GEORGES D OLERON;17190
17337;ST GEORGES D OLERON;17190
17337;ST GEORGES D OLERON;17190
17344;ST HILAIRE DE VILLEFRANCHE;17770
17344;ST HILAIRE DE VILLEFRANCHE;17770
17350;ST JULIEN DE L ESCAP;17400
17362;ST MARTIAL DE MIRAMBEAU;17150
17373;ST MEDARD D AUNIS;17220
17378;ST PALAIS DE NEGRIGNAC;17210
17387;ST PORCHAIRE;17250
17391;ST ROGATIEN;17220
17397;ST SAVINIEN;17350
17400;ST SEVER DE SAINTONGE;17800
17434;SURGERES;17700
17439;TAUGON;17170
17440;TERNANT;17400
17442;THAIMS;17120
17453;TRIZAY;17250
17460;VARZAY;17460
17469;VILLARS EN PONS;17260
17483;YVES;17340
17483;YVES;17340
18001;ACHERES;18250
18004;ALLOGNY;18110
18007;APREMONT SUR ALLIER;18150
18009;ARCOMPS;18200
18010;ARDENAIS;18170
18012;ARGENVIERES;18140
18017;AUGY SUR AUBOIS;18600
18027;BENGY SUR CRAON;18520
18028;BERRY BOUY;18500
18030;BLANCAFORT;18410
18034;BOUZAIS;18200
18037;BRINON SUR SAULDRE;18410
18040;BUSSY;18130
18043;LA CELLE CONDE;18160
18049;LA CHAPELLE MONTLINARD;18140
18053;CHARENTONNAY;18140
18056;CHASSY;18800
18057;CHATEAUMEILLANT;18370
18058;CHATEAUNEUF SUR CHER;18190
18063;CHAVANNES;18190
18064;CHERY;18120
18067;CLEMONT;18410
18070;CONCRESSAULT;18260
18071;CONTRES;18130
18076;COUST;18210
18081;CROSSES;18340
18084;DAMPIERRE EN CROT;18260
18085;DAMPIERRE EN GRACAY;18310
18091;FARGES ALLICHAMPS;18200
18093;FAVERDINES;18360
18097;FUSSY;18110
18099;GARIGNY;18140
18107;LA GROUTTE;18200
18109;HENRICHEMONT;18250
18115;IVOY LE PRE;18380
18116;JALOGNES;18300
18118;JOUET SUR L AUBOIS;18320
18131;LUGNY BOURBONNAIS;18350
18133;LUNERY;18400
18135;MAISONNAIS;18170
18138;MARMAGNE;18500
18140;MASSAY;18120
18141;MEHUN SUR YEVRE;18500
18142;MEILLANT;18200
18152;MONTLOUIS;18160
18163;NEUVY DEUX CLOCHERS;18250
18166;NOHANT EN GOUT;18390
18170;OIZON;18700
18176;PARASSY;18220
18177;PARNAY;18130
18184;PRECY;18140
18189;QUANTILLY;18110
18190;QUINCY;18120
18192;REIGNY;18270
18194;RIANS;18220
18197;ST AMAND MONTROND;18200
18199;ST BAUDEL;18160
18205;ST DOULCHARD;18230
18208;STE GEMME EN SANCERROIS;18240
18221;ST LOUP DES CHAUMES;18190
18228;ST OUTRILLE;18310
18237;STE THORETTE;18500
18243;SANTRANGES;18240
18246;SAVIGNY EN SANCERRE;18240
18247;SAVIGNY EN SEPTAINE;18390
18254;SOYE EN SEPTAINE;18340
18259;SURY ES BOIS;18260
18260;TENDRON;18350
18273;VENESMES;18190
18276;VERNAIS;18210
18277;VERNEUIL;18210
18283;VILLECELIN;18160
18285;VILLENEUVE SUR CHER;18400
18287;VINON;18300
18288;VORLY;18340
19005;ALLASSAC;19240
19006;ALLEYRAT;19200
19013;AUBAZINES;19190
19016;BAR;19800
19030;BRIGNAC LA PLAINE;19310
19037;CHAMBOULIVE;19450
19038;CHAMEYRAT;19330
19044;LA CHAPELLE AUX SAINTS;19120
19049;CHASTEAUX;19600
19061;CORNIL;19150
19063;COSNAC;19360
19068;DAMPNIAT;19360
19071;DAVIGNAC;19250
19075;ESPAGNAC;19150
19083;FEYT;19340
19088;GRANDSAIGNE;19300
19089;GROS CHASTANG;19320
19090;GUMOND;19320
19105;LANTEUIL;19190
19106;LAPLEAU;19550
19107;LARCHE;19600
19108;LAROCHE PRES FEYT;19340
19110;LATRONCHE;19160
19111;LAVAL SUR LUZEGE;19550
19112;LESTARDS;19170
19114;LIGNAREIX;19200
19118;LE LONZAC;19470
19120;LOUIGNAC;19310
19123;MALEMORT;19360
19124;MANSAC;19520
19130;MAUSSAC;19250
19140;MONCEAUX SUR DORDOGNE;19400
19142;MONESTIER PORT DIEU;19110
19147;NESPOULS;19600
19149;NEUVILLE;19380
19152;NONARDS;19120
19153;OBJAT;19130
19157;PALISSE;19160
19158;PANDRIGNES;19150
19162;PERPEZAC LE NOIR;19410
19164;PEYRELEVADE;19290
19166;PIERREFITTE;19450
19168;PRADINES;19170
19174;LA ROCHE CANILLAC;19320
19178;SADROC;19270
19187;ST BONNET LA RIVIERE;19130
19206;ST GERMAIN LAVOLPS;19290
19207;ST GERMAIN LES VERGNES;19330
19217;ST JULIEN MAUMONT;19500
19222;ST MARTIN LA MEANNE;19320
19226;ST MERD LES OUSSINES;19170
19227;ST MEXANT;19330
19228;ST PANTALEON DE LAPLEAU;19160
19232;ST PARDOUX LE NEUF;19200
19240;ST SALVADOUR;19700
19241;ST SETIERS;19290
19247;ST VICTOUR;19200
19249;ST YRIEIX LE DEJALAT;19300
19251;SARRAN;19800
19252;SARROUX ST JULIEN;19110
19254;SEGUR LE CHATEAU;19230
19263;SOUDEILLES;19300
19268;TOY VIAM;19170
19275;USSEL;19200
19284;VIAM;19170
21002;AGEY;21410
21004;AIGNAY LE DUC;21510
21009;ALLEREY;21230
21025;ARRANS;21500
21036;AUXANT;21360
21045;BARBIREY SUR OUCHE;21410
21046;BARD LE REGULIER;21430
21054;BEAUNE;21200
21060;BELLENEUVE;21310
21062;BELLENOT SOUS POUILLY;21320
21064;BENOISEY;21500
21069;BEURIZOT;21350
21072;BEZOUOTTE;21310
21077;BISSEY LA COTE;21520
21086;BLIGNY LES BEAUNE;21200
21100;BRAIN;21350
21103;BRAZEY EN PLAINE;21470
21104;BREMUR ET VAUROIS;21400
21106;BRETENIERE;21110
21119;BUSSIERES;21580
21125;CERILLY;21330
21128;CHAILLY SUR ARMANCON;21320
21132;CHAMBOEUF;21220
21139;CHAMPEAU EN MORVAN;21210
21142;CHANCEAUX;21440
21143;CHANNAY;21330
21155;CHAUDENAY LA VILLE;21360
21161;CHAUMONT LE BOIS;21400
21167;CHEUGE;21310
21168;CHEVANNAY;21540
21169;CHEVANNES;21220
21176;CIVRY EN MONTAGNE;21320
21177;CLAMEREY;21390
21180;CLERY;21270
21182;COLLONGES LES BEVY;21220
21195;CORMOT VAUCHIGNON;21340
21204;COURCELLES LES MONTBARD;21500
21205;COURCELLES LES SEMUR;21140
21210;CREANCEY;21320
21215;CUISEREY;21310
21220;CUSSEY LES FORGES;21580
21233;DRAMBON;21270
21236;EBATY;21190
21247;EPOISSES;21460
21249;ESBARRES;21170
21251;ESSEY;21320
21254;L ETANG VERGY;21220
21255;ETAULES;21121
21260;FAIN LES MOUTIERS;21500
21261;FAUVERNEY;21110
21267;FLAGEY ECHEZEAUX;21640
21270;FLAVIGNEROT;21160
21274;FOISSY;21230
21282;FORLEANS;21460
21288;FROLOIS;21150
21290;GEMEAUX;21120
21293;GERGUEIL;21410
21295;GEVREY CHAMBERTIN;21220
21297;GILLY LES CITEAUX;21640
21304;GRANCEY LE CHATEAU NEUVELLE;21580
21305;GRANCEY SUR OURCE;21570
21321;JAILLY LES MOULINS;21150
21323;JANCIGNY;21310
21325;JOUEY;21230
21334;LACANCHE;21230
21345;LERY;21440
21348;LICEY SUR VINGEANNE;21610
21352;LONGEAULT PLUVAULT;21110
21352;LONGEAULT PLUVAULT;21110
21354;LONGECOURT LES CULETRE;21230
21361;LUX;21120
21363;MAGNIEN;21230
21364;MAGNY LAMBERT;21450
21365;MAGNY LA VILLE;21140
21371;LES MAILLYS;21130
21373;MALAIN;21410
21374;MALIGNY;21230
21377;MARCELLOIS;21350
21378;MARCENAY;21330
21381;MARCILLY ET DRACY;21350
21384;MAREY LES FUSSEY;21700
21387;MARIGNY LES REULLEE;21200
21388;MARLIENS;21110
21390;MARSANNAY LA COTE;21160
21399;MEILLY SUR ROUVRES;21320
21400;LE MEIX;21580
21402;MENESBLE;21290
21403;MENESSAIRE;21430
21404;MENETREUX LE PITOIS;21150
21410;MEULSON;21510
21414;MIMEURE;21230
21419;MOLESME;21330
21421;MOLOY;21120
21423;MONTAGNY LES BEAUNE;21200
21432;MONTIGNY SUR AUBE;21520
21434;MONTLAY EN AUXOIS;21210
21436;MONTMAIN;21250
21458;NOIRON SOUS GEVREY;21910
21459;NOIRON SUR BEZE;21310
21463;NORMIER;21390
21470;ORIGNY;21510
21471;ORRET;21450
21473;OUGES;21600
21477;PANGES;21540
21482;PERRIGNY SUR L OGNON;21270
21484;PLANAY;21500
21488;POINCON LES LARREY;21330
21493;PONCEY LES ATHEE;21130
21501;POUILLY EN AUXOIS;21320
21502;POUILLY SUR SAONE;21250
21506;PREMEAUX PRISSEY;21700
21510;PRUSLY SUR OURCE;21400
21516;QUINCEROT;21500
21519;RECEY SUR OURCE;21290
21526;ROCHEFORT SUR BREVON;21510
21529;ROILLY;21390
21536;SACQUENAY;21260
21538;ST ANDEUX;21530
21541;ST AUBIN;21190
21543;ST BROING LES MOINES;21290
21548;ST GERMAIN DE MODEON;21530
21561;ST MARTIN DU MONT;21440
21562;ST MAURICE SUR VINGEANNE;21610
21568;ST REMY;21500
21570;STE SABINE;21320
21573;ST SEINE L ABBAYE;21440
21578;ST VICTOR SUR OUCHE;21410
21590;SAVIGNY LES BEAUNE;21420
21595;SAVOLLES;21310
21610;SOISSONS SUR NACEY;21270
21618;TALMAY;21270
21620;TARSUL;21120
21623;TART;21110
21627;THENISSEY;21150
21630;THOISY LE DESERT;21320
21631;THOMIREY;21360
21634;THOREY SUR OUCHE;21360
21641;TOUILLON;21500
21643;TRECLUN;21130
21647;TRUGNY;21250
21657;VAROIS ET CHAIGNOT;21490
21667;VERONNES;21260
21671;VERTAULT;21330
21672;VESVRES;21350
21679;VIEILMOULIN;21540
21682;VIEVIGNE;21310
21688;VILLARS FONTAINE;21700
21690;VILLEBERNY;21350
21695;LA VILLENEUVE LES CONVERS;21450
21700;VILLERS PATRAS;21400
21701;VILLERS ROTIN;21130
22004;BEGARD;22140
22011;BOQUEHO;22170
22013;BOURBRIAC;22390
22019;BRINGOLO;22170
22029;CANIHUEL;22480
22031;CARNOET;22160
22035;LES CHAMPS GERAUX;22630
22044;COETMIEUX;22400
22046;LE MENE;22330
22046;LE MENE;22330
22046;LE MENE;22330
22046;LE MENE;22330
22047;CORLAY;22320
22048;CORSEUL;22130
22049;CREHEN;22130
22059;LE FOEIL;22800
22061;GLOMEL;22110
22063;GOMMENEC H;22290
22064;GOUAREC;22570
22071;GUITTE;22350
22076;HENANBIHEN;22550
22084;JUGON LES LACS COMMUNE NOUVELLE;22270
22108;LANLEFF;22290
22109;LANLOUP;22580
22119;LANVELLEC;22420
22129;LOC ENVEL;22810
22132;LOHUEC;22160
22136;LOUDEAC;22600
22140;LA MALHOURE;22640
22141;MANTALLOT;22450
22147;MERDRIGNAC;22230
22150;LE MERZER;22200
22155;LA MOTTE;22600
22158;GUERLEDAN;22530
22161;PABU;22200
22166;PENVENAN;22710
22168;PERROS GUIREC;22700
22171;PLAINTEL;22940
22179;FREHEL;22240
22182;PLELO;22170
22183;PLEMET;22210
22184;PLEMY;22150
22187;PLERIN;22190
22196;PLEUDANIEL;22740
22197;PLEUDIHEN SUR RANCE;22690
22198;PLEUMEUR BODOU;22560
22198;PLEUMEUR BODOU;22560
22200;PLEVEN;22130
22210;PLOUBAZLANEC;22620
22215;PLOUFRAGAN;22440
22232;PLOURHAN;22410
22243;PLUSQUELLEC;22160
22245;PLUZUNET;22140
22249;PONT MELVEZ;22390
22251;PORDIC;22590
22255;LA PRENESSAYE;22210
22263;LE QUIOU;22630
22264;LA ROCHE JAUDY;22450
22284;ST CONNAN;22480
22286;ST DENOUAL;22400
22294;ST GILLES PLIGEAUX;22480
22296;ST GLEN;22510
22299;ST HELEN;22100
22304;ST JEAN KERDANIEL;22170
22305;ST JOUAN DE L ISLE;22350
22318;ST MICHEL DE PLELAN;22980
22324;ST QUAY PERROS;22700
22327;ST SAMSON SUR RANCE;22100
22328;ST SERVAIS;22160
22333;ST VRAN;22230
22347;TREDARZEC;22220
22351;TREFFRIN;22340
22354;TREGLAMUS;22540
22363;TRELEVERN;22660
22375;TRESSIGNAUX;22290
22384;UZEL;22460
23011;AULON;23210
23017;BASVILLE;23260
23024;BLESSAC;23200
23030;BOURGANEUF;23400
23035;BUDELIERE;23170
23036;BUSSIERE DUNOISE;23320
23039;LA CELLE DUNOISE;23800
23044;CHAMBON STE CROIX;23220
23045;CHAMBON SUR VOUEIZE;23170
23047;CHAMBORAND;23240
23057;CHATELUS MALVALEIX;23270
23060;CHAVANAT;23250
23063;CLAIRAVAUX;23500
23067;LA COURTINE;23100
23068;CRESSAT;23140
23069;CROCQ;23260
23089;GENOUILLAC;23350
23090;GENTIOUX PIGEROLLES;23340
23093;GOUZON;23230
23100;JARNAGES;23140
23104;LAVAUFRANCHE;23600
23105;LAVAVEIX LES MINES;23150
23107;LEPINAS;23150
23108;LEYRAT;23600
23112;LOURDOUEIX ST PIERRE;23360
23114;LUSSAT;23170
23116;MAINSAT;23700
23117;MAISON FEYNE;23800
23133;MONTBOUCHER;23400
